hinauswerfen "Vt 扔出去"
hinaus/ziehen "Vi 拖延"
hindern "Vt ( + an D/ + bei ) 妨碍, 阻止"
Hindernis "n, -se 障碍"
hindeuten "Vt 表明"
hindurch "Adv 穿过，通过"
hinein "Adv (此这儿外部)入内, 进入"
hineingeraten "Vi 卷进, 混入"
hinein/pumpen "Vt 抽运, 抽入"
hineinsehen "Vt/Vi 向里看"
hineinstellen "Vt 放进去"
hinfahren "1. Vi 驶进, 开进, 乘车进入 2. Vt 把...驶进"
hinfällig "Adj 衰弱的"
Hingabe "f 献身精神; 倾心, 委身"
hingegen "Adv 相反"
hingehen "Vi 前往; 掠过; 逝去, 容忍"
hinken "Vi 跛行; 不恰当"
hinlegen "1. Vt 放下, 搁下; 支付; 表演 2. + sich 躺下, 卧倒"
hinnehmen "Vt 接受; 忍受; 使入迷"
hinreichen "Vt 递过去; 足够; 延伸"
hinreißen "Vt 使吸引"
hinrichten "Vt 处死; 准备好"
Hinsicht "f, o.Pl (只用于短语中)"
hinten "Adv 在后面, 在背后"
hinter "D/A Präp 在...后面, 到...后面"
hintereinander "Adv 一个接一个地, 连续的 "
Hintergrund "m, ⸚e 背景 "
hinterhältig "Adj 别有用心的"
hinterher "Adv 随后, 事后; 在后边"
hinterlassen "Vt 留下， 遗留"
Hinterlist "f 欺诈, 诡计"
Hintertür "f, -en 后门"
hinüber "Adv 越过，到那边去"
hinübergehen "Vi 走过去, 越过去"
hinunter "Adv 向下面去"
hinunter/tragen "Vt 抬(扛)下来"
hinweg "Adv 离去, 走开，摆脱"
Hinweis "m, -e (+ auf A) 指示"
hinweisen "Vi/Vt (weist hin, wies hin, hingewiesen) 1. + auf A 指(向) 2. + jdn + auf A 向某人指出"
hinzu "Adv 此外; 到那里去"
hinzufügen "Vi/Vt 添加, 附加"
hinzukommen "Vi 附加; 到来"
Hirn "n, -e 大脑; 智力, 理解力"
Hirsch "m, -e 鹿"
hissen "Vt 拉起, 升(旗)"
Historie "f, -n 历史, 历史学; 沿革, 来历"
Historiker "m, - 历史学家"
historisch "Adj 历史的"
Hitze "F, o. Pl 炎热"
Hitzebeständigkeit "f 耐热性"
Hobby "n, -s (业余)爱好"
hobeln "Vt/Vi 刨; 刨成薄片"
hoch "Adj/Adv 高的"
Hochachtung "f 崇敬, 敬意"
Hochdeutsch "标准德语, 高地德语"
Hochhaus "n, ⸚er 高楼, 大厦"
Hochleistung "f, -en 高功能, 高效率"
Hochleistungsbatterie "f 高效电池"
Hochmut "m 傲慢, 自高自大"
hochnäsig "Adj 目空一切的, 自负的"
Hochschule "f, -n 高等学校"
Hochschullehrer "m 大学教师"
Hochsprung "m, ⸚e 跳高"
höchstens "Adv 最多, 至多"
Hochzeit "f, -en 婚礼"
Hocker "m, - 凳子; 蜇居者"
Hof "m, ⸚e 庭院; 宫廷, 农场, 庄园"
hoffen "Vt + auf A 希望, 盼望, 指望"
hoffentlich "Adv 但愿, 希望"
Hoffnung "f, -en 希望, 期望"
hoffnungslos "Adj 无希望"
höflich "Adj 有礼貌的, 客气"
Höflichkeitsform "f, -en 尊称"
Hofrat "m, ⸚e 枢密顾问"
Höhe "f, -n 高度, 高处"
Hoheit "f, -en 尊严; 主权; 殿下"
Höhepunkt "m, -e 顶点; 高潮"
hohl "Adj 中空的, 凹入的"
Höhle "f, -n 洞穴"
Hohlweg "m, -e 狭路, 山隘"
Hohn "m 讥讽, 嘲笑"
höhnen "Vt/Vi 讽刺挖苦"
holen "Vt 取来; 接来, 请来; 买(来)"
Holländisch 荷兰语
holprig "Adj 高低不平的"
Holz "n, ⸚er 木(材)"
hölzern "Adj 木制的, 生硬的, 呆板的"
Holzweg "m, -e 林中小道"
Honig "m, -e 蜂蜜"
Honorar "n, -e 稿费; 酬金"
horchen "Vi (+ auf A) 倾听; 偷听 "
hören "1. Vi 听 2. Vt 听到 3. + auf A 听从(...的意见)"
Hörer "m, - 听众; 听筒, 耳机"
Horizont "m, -e 地平线; 视野"
horizontal "Adj 水平的，地平线的"
Horn "n, ⸚er (兽)角, 角状物"
Horoskop "n, -e 星相; 算命"
horrend "Adj 极高的，可怕的"
Hörspiel "n, -e 广播剧"
Hose "f, -n 裤子"
Hospital "n, -e/ ⸚er 医院; 疗养院"
Hotel "n, -s 饭店, 旅馆"
Hotellerie "f 旅店业"
Hubschrauber "m, - 直升飞机"
hübsch "Adj 俊(俏)的, 漂亮的, 舒适的, 可爱的"
Hüfte "f, -n 臂部"
Hügel "m, - 小山, 丘"
hüllen "Vt + in A 包裹"
Hülse "f, -n 鞘, 壳, 套, 管"
hüpfen "Vi 跳跃"
hüten "Vt/ + sich (+ vor D) 放牧; 看管"
Hüter "m, - 牧人; 看守者"
Hütte "f, -n 小屋, 茅舍, 木屋; 冶炼厂"
Huf "m, -e 蹄"
Hufeisen "n, - 马掌铁"
Huhn "n, ⸚er 鸡; 母鸡"
Huldigung "f, -en 臣服; 崇拜"
human "Adj 人道的"
human "Adj 人性的"
Humanismus "m 人文主义, 人道主义"
humanistisch "Adj 人道主义的"
Humanität "f 人性, 博爱"
Humor "m, -e 幽默, 诙谐"
humorvoll "Adj 富于幽默感的, 极诙谐的"
Hund "m, -e 狗"
hundert "Num 一百 "
Hunger "m, o. Pl 饥饿"
hungern "Vi 饥饿; 节食; 渴望"
hungrig "Adj 饥饿的"
Hupe "f, -n (车辆上的)喇叭"
hupen "Vi 按(车)喇叭"
Hürde "f, -n 围场; 障碍"
Husten "m, - 咳嗽"
husten 咳嗽
Hut "m, ⸚e (有边的)帽子"
hydraulisch "Adj 水力的"
Hygiene "f, -n 卫生学"
hygienisch "Adj 卫生的, 保健的, 医药卫生的"
Hypothese "f, -n 假说, 假定"
Hysterie "f, -n 神经质, 癔病"
ich "Pron 我"
ideal "Adj 理想的"
Ideal "n, -e 理想, 典范"
idealisieren "Vt 使理想化, 美化"
Idee "f, -n 思想, 想法, 主意"
Ideealismus "m 理想主义; 唯心主义"
identifizieren "Vt 证实, 鉴定, 辨认ö把...等同于"
identisch "Adj 相等的; 同一的"
Identität "f 一致; 身分"
Ideologie "f, -n 思想意识, 意识形态"
ideologisch "Adj 思想体系色, 意识形态的"
Idiot "m, -en 白痴, 笨蛋"
Idylle "f, -n 田园诗; 田园风光"
Igel "m, - 刺猬; 难相处的人"
ignorieren "Vt 忽视, 无视"
ihr "Pron 你们; 他们的; 她的"
Ihr "Pron 您的, 您们的"
ihrerseits "Adv 在她(那)方面, 在她们(那)方面"
illegal "Adj 非法的"
Illusion "f, -en 幻想; 错觉; 魔术"
illustrieren "Vt 给...加插图; (用图或例子)说明"
Illustrierte "f, -n 画报"
Image "n, -s 形象, 典型, 样子"
Imitation "f, -en 模仿; 伪造"
imitieren "Vt 模仿, 假造"
immatrikulieren "Vt 把...录取(入高校); 注册"
immer "Adv 经常, 总是ö für /auf immer 永远, immer noch 仍旧, 一直"
immerfort "Adv 不断地"
immerhin "Adv 至少, 总算是"
immerwährend "Adj 永久性的, 耐用的"
Immunsystem "n, -e 免疫系统"
imperialistisch "Adj 帝国主义的"
impfen "Vt 给...作免疫注射"
Impfstoff "m, -e 痘苗, 疫苗"
imponieren "Vi 令人感动"
Import "m, -e 进口, 输入"
importieren "Vt 进口"
Impuls "m, -e 脉冲"
imstande "Adv 有能力ö imstande sein 能做"
in "(+ D/ + A) Präp 在...里面, 到...里; 处于...状况"
Inbegriff "m 全部; 本质; 缩影"
Inbrunst "f 热情, 炽热"
indem "Konj 通过...方法"
indessen "Adv 在此期间; 然而, 可是"
Indianer "m, - 印地安人"
Indien 印度
indirekt "Adj 间接的"
Individualismus "m 个人主义"
Individualität "f, -en 1. o. Pl 个性 2. 人物"
individuell "Adj 个人的; 个别的"
Individuum "n, -duen 个人, 个体"
Indiz "n, -ien 标记; 情况证据"
industrialisieren "Vt 使工业化"
Industrialisierung "f 工业化"
Industrie "f, -n 工业"
industriell "Adj 工业的"
Industriezweig "m, -e 工业部门"
induzieren "Vt 感应"
ineinander "Adv 交错地, 交融地"
Infektion "f, -en 传染, 感染"
Inflation "f, -en 通货膨胀"
infolge "+ G Präp 由于"
Info-Mobil "n 宣传车"
Informatik "f, o. Pl 信息学, 计算机科学"
Information "f, -en 信息, 资料, 情报; 问讯处"
informieren "Vt / + sich + über A 告知, 报告"
Infraroteinstrahlen "Pl 红外线"
Infrastruktur "f, -en 基本设施; 军事设施"
Ingenieur "m, -e 工程师"
Ingenieurwesen "n, - 工程"
Ingwer "m 生姜"
Inhaber "m, - 所有者"
Inhalt "m, -e (容器内的)东西; 内容"
inhaltlich "Adj/Adv 内容的, 就内容而言"
Inhaltsangabe "f, -n 内容提要"
Inhaltsverzeichnis "n, -se 目录"
Initiative "f, -n 主动, 倡议"
Inland "n, o. Pl 本国, 国内"
inländisch "Adj 国内的"
innehaben "Vt 持有，掌握; 担任"
innehalten "Vi 遵守; 中断片刻"
innen "Adv 内部, 在里面"
Innenhof "⸚e 内院"
Innenminister "m, - 内政部长, 内务部长"
Innenministerium "n, ..rien 内务部, 内政部"
Innenpolitik "f 对内政策"
innenpolitisch "Adj 内政的"
Innenstadt "f, ⸚e 市中心;内城, 城市中心区"
inner "Adj 内部的. 里面的"
innerhalb "+ G Präp 在...之内"
innerlich "Adj 内部的; 内心的"
innewohnen "Vi 存在于...之中"
innig "Adj 衷心的, "
Insasse "m, -n 同住者; 居民"
insbesondere "Adv 特别, 尤其"
Inschrift "f, -en 碑文; 刻印文字"
Insekt "n, -en 昆虫"
Insel "f, -n 岛, 岛屿"
Inserat "n, -e (报刊上的)广告, 启事"
insgeheim "Adv 秘密地, 私下地"
insgesamt "Adv 总共, 合计"
insofern "1. Adv 就这点而言, 在...范围内 2. Koj 倘若, 只要"
inspirieren "Vt (+ zu) 鼓舞; 使生灵感"
installieren "Vt 安装; 布置, 安顿"
inständig "Adj 急切的"
Instanz "f, -en 主管机关; 法院"
Instinkt "m, -e 本能, 天性; 直觉"
Institut "n, -e 研究所, 学院"
Institution "f, -en 1. o. Pl 授职, 委任 2. 公共机构"
Instrument "n, -e 工具, 仪器; 乐器"
inszenieren "Vt 导演; 引起"
Inszenierung "f, -en 上演, 导演; 引起, 惹起"
Integration "f, -en 结合, 合成整体; (数)积分"
integrieren "Vt (+ in A) 使结合; 求积分"
Intellekt "m 理智: 智力; 悟性, 理解力"
intellektuell "Adj 有理智的"
Intellektuelle "f/m, (dekl. wie Adj) 知识分子"
intelligent "Adj 聪明的, 有才智的, 明智的"
Intelligenz "f, -en 1. o. Pl 理解力, 才智; 知识界 2. 知识分子, 有才智的人"
Intendant "m, -en (剧院电台等)经理; 舞台监督 "
Intensität "f 紧张, 强度"
intensiv "Adj 加强的, 紧张的"
intensivieren "Vt 加强, 提高"
Intercity "m 城市间快车"
interessant "Adj 有趣的, 令人感兴趣的"
Interesse "n, -n 1. o. Pl 兴趣 2. 利益"
Interessent "m, -en 感兴趣者; 得益者"
interessieren "1. Vt 使...感兴趣 2. + sich + für 对...感兴趣"
interkulturell "Adj 国际文化的"
intern "Adj 内部的, 内脏的"
Internat "n, -e 寄宿学校; 学生宿舍"
international "Adj 国际的"
Internationalismus "m 国际主义"
Interpretation "f, -en 解释; 表演"
interpretieren "Vt 阐述; 说明; 演唱, 演奏"
intervenieren "Vi (+ in D) 干涉; 调停"
Interview "n, -s 采访"
interviewen "Vt (记者的)采访, 访问"
intim "Adj 亲密的, 知己的;"
Intrige "f, -n 阴谋, 诡计"
Intuition "f, -en 直觉; 直观能力"
Invalide "m/f (dekl. wie Adj) 残废人; 伤员"
Invasion "f, -en 入侵, 闯入"
Inventar "n, -e 财产目录; 存货"
investieren "Vt 投资; 投入"
Investition 投资
inzwischen "Adv 在这期间, 与此同时"
Ion "n, -en 离子"
ionisieren "Vt 电离; 离子化"
Ionosphäre "f 电离层"
irdisch "Adj 尘世的, 世俗的"
irgend "Adv 任何, 随便; irgend etwas 任何(事, 物); irgend jemand 任何人"
irgendein "Pron 某个, 任何一个"
irgendwann "Adv 在某一个时侯, 任何时侯"
irgendwie "Adv 用某种方式(方法); 用种种方法"
irgendwo "Adv 在某一个地方; 在任何一个地方"
Ironie "f, -n 讽刺, 挖苦"
ironisch "Adj 讽刺的, 嘲讽的"
irre "Adj 迷途的, 迷惑的"
irreführen "Vt 欺骗; 引起误解"
irren "1. (+ sich) 弄错, 搞错 2. sich (+ in) 误认为 3. (s) 迷路"
Irrtum "m, ⸚er 错误, 误解"
Islam "m 伊斯兰教"
islanisch "Adj 伊斯兰教的"
Isolator "m, -en 绝缘体"
isolieren "Vt 隔离; 使绝缘"
Isolierung "f, -en 绝缘, 绝热"
Isotop "n, -e 同位素"
Italien 意大利
italienisch "Adj 意大利的, 意大利文的"
ja "Adv 对的, 是的, 确是; 可是; 果真"
Jacke "f, -n 短上衣, 茄克衫"
Jackett "n, -s/-e 西装上衣"
Jagd "f, -en 打猎, 狩猎"
jagen "1. Vt 捕猎, 追捕; 赶走, 驱逐 2. + nach 追逐, 追求"
Jäger "m, - 猎人"
jäh "Adj 迅猛的, 突然的"
Jahr "n, -e 年, (年)岁"
jahrelang "Adv 多年地"
jähren "+ sich 满周年"
Jahrestag "m, -e 周年纪念日"
Jahresumsatz "m, ⸚e 全年交易额, 年度营业额"
Jahreswechsel "m, - 新年, 岁岁更新"
Jahreszeit "f, -en 季节"
Jahrgang "m, ⸚e (出生的)年度; 年次"
Jahrhundert "n, -e 世纪, 一百年"
Jahrhundertwende "f 世纪更替"
jährlich "Adj 每年的"
Jahrtausend "n, -e 一千年"
Jahrzehnt "n, -e 十年"
Jammer "m 悲叹, 悲伤; 悲惨"
jämmerlich "Adj 悲惨的"
jammern "Vi (über A / nach D) 悲叹; 哀求"
Januar "m, -e 一月"
Japan 日本
Japaner "m, - 日本人"
japanisch "Adj 日本的, 日语的"
Jargon "m, -s 行话; 隐语"
Jasmin "m, -e 茉莉花"
jäten "Vt 除去…的野草"
jauchzen "Vi (+ über A) 欢呼, 喝彩"
jawohl "Adv 是的, 是"
Jazz "m 爵士音乐, 爵士舞曲"
je "+ A , Präp/ Adv /konj 1. 每, 各 2. 一次, 曾经； je nach 各按； je nachdem 按...(情况)而定； je ..desto 越..., 越..."
Jeans "f, - 牛仔裤"
jedenfalls "Adv 无论如何, 总之"
jeder "(jedes jede) Pron 每人; 每一, 任何一"
jedermann "Pron 每人, 人人"
jederzeit "Adv 随时"
jedesmal "Adv 每次"
jedoch "Adv 可是, 然而"
jeher "Adv 始终; 自古以来"
jemals "Adv 曾经, 以前"
jemand "Pron 某人, 有人"
jener "(jenes jene jene) Pron 那, 那个, 那人"
jenseits "Präp ( G ) 在...那边, 与...相对"
jetzig "Adj 当前的"
jetzt "Adv 现在, 目前"
jeweilig "Adj 当时的"
jeweils "Adv 当时, 每次"
Job "m, -s 工作, 职业"
Joch "n, -e 牛轭; 桎梏, 压制"
Jod "n 碘; 碘酒"
Joghurt "m, -s 酸牛奶"
Journal "n, -e 日记; 流水帐; 期刊; 日报"
Journalist "m, -en 记者, 新闻工作者"
Jubel "m 欢呼"
jubeln "Vi/Vt (+ uber A) 欢呼"
Jubiläum "n, ...läen 周年纪念庆祝典礼"
jucken "Vi 搔痒, 发痒"
Jude "m, -n 犹太人"
jüdisch "Adj 犹太的"
Jüngling "m, -e 青少年"
Jugend "f, o. Pl 青年时代, 青年(人)"
Jugendherberge "f (为青少年远足旅行设置的)青年旅社"
jugendlich "Adj 青年的, 年轻的"
Jugendliche "m/f, (dekl. wie Adj) 青少年"
Juli "m, -s 七月"
Jumbo-Jet 大型喷气式客机
jung "Adj 年轻的; 嫩的, 新鲜的"
Junge "m, -n 男孩"
Jungfrau "f, -en 少女; 贞洁"
Jungling "m, -e 少年, 小青年"
Juni "m, -s 六月"
Junker "m, - 贵族大地主; 年轻贵族"
Jupiter "m 木星"
Jurist "m, -en 法学家"
juristisch "Adj 法学的"
Jura "m 法律专业"
Jury "f, -s 评审委员会; 陪审团"
just "Adv 刚才, 正好"
Justiz "f 司法, 司法机构"
Juwel "n, -en 宝石, 珠宝"
Kabarett "n, -s/-e 小型歌舞场; 幽默小节目"
Kabel "n, - 电缆"
Kabine "f, -n 小房间; 舱室"
Kabinett "n, -s/-e 小房间; 内阁"
Kader "m, - 干部; 骨干"
Kaffee "m, o. Pl 咖啡"
Käfig "m, 鸟笼,兽笼"
kahl "Adj 秃的, 裸露的"
Kahn "m, ⸚e 小船, 小舟"
Kai "m, -e/-s 码头"
Kaiser "m 皇帝"
kaiserlich "Adj 皇帝的"
Kakao "m, -s 可可, 可可豆"
Kaktus "m, ...teen 仙人掌科"
Kalb "n, ⸚er 牛犊，小牛"
Kalender "m, - 日历, 历法"
Kalk "m, -e 石灰, 钙"
kalkhaltig "Adj 含石灰质的, 含钙的"
Kalkulation "f, -en (成本)计算, 核算; 估计"
Kalorie "f, -n 卡路里(热量单位)"
kalt "Adj 冷的，冷淡的"
Kaltbearbeitung "f 冷加工"
kaltblütig "Adj 冷血的; 冷酷的"
Kälte "f, o. Pl 寒冷, 冷淡"
kaltstellen "Vt 使失去影响, 使失去作用"
Kamel "n, -e 骆驼"
Kamera "f, -s 照相机, 摄影机"
Kamerad "m, -en 同伴, 战友, 同学"
Kamin "m, -e 烟囱; 壁炉"
Kamm "m, ⸚e 梳子"
kämmen "Vt/ + sich 梳(发)"
Kammer "f, -n 小房间; 议院, 议会"
Kammermusik "f 室内(音)乐"
Kampagne "f, -n 战役，(政治性的)运动"
Kampf "m, ⸚e 斗争, 战斗"
kämpfen "+ für / + gegen / + um 斗争; 战斗; 比赛"
Kanal "m, ⸚e 运河, 渠道, 海峡; 频道"
Kandidat "m, -en 候选人, 候补者; (参加大学毕业和国家考试的) 考生"
kandidieren "Vi 竞选"
Kaninchen "n, - 家兔"
Kanne "f, -n 壶, 罐"
Kanone "f, -n 大炮"
Kante "f, -n 棱角, 棱; 边缘; 花边"
Kantine "f, -n 公共食堂, 职工食堂"
Kanzler "m, - (某些国家的)总理, 首相"
Kap "n, -s 岬, 海角"
Kapazität "f, -en 容量; 生产能力; 功率"
Kapelle "f, -n 小教堂, 祈祷室; 小型乐队,. 唱诗班"
kapieren "Vt 明白, 理解"
Kapillare "f, -n 毛细管"
Kapillarröhrchen "n, - 毛细管"
Kapital "n, -e/-ien 资本, 资金"
Kapitalismus "m, o. Pl 资本主义"
kapitalistisch "Adj 资本主义的"
Kapitulation "f, -en 投降; 投降书"
kapitulieren "Vi (+ vor D) 投降, 屈服"
kaputt "Adj 破碎的, 坏的; 累坏了"
kaputtgehen "Vi 破碎; 枯萎"
kaputtmachen "Vt 打碎; 破坏；使精疲力尽"
Kardinal "m, ⸚e (罗马教的)主教长, 红衣主教"
karg "Adj 贫乏的, 微薄的"
Karikatur "f, -en 漫画, 讽刺画"
Karneval "m, -e/-s 狂欢节"
Karpfen "m, - 鲤鱼"
Karren "m, - 手推车; 板车, 手拉车"
Karriere "f, -n 升迁发迹; (马匹)奔驰"
Karte "f, -n 卡片, 明信片, 车(船)票, 入场卷菜单, 纸牌"
Kartei "f, -en 卡片索引"
Kartoffel "f, -n 马铃薯, 土豆"
Käse "m, - 奶酪"
Kaserne "f -n 兵营, 营房"
Kasse "f, -n 出纳处, 付款处, 钱箱"
Kassenzettel "m, - 付款单, 发票, 帐单"
Kassette "f, -n 首饰盒，(唱片、录音带等的)包装盒"
kassieren "Vt 收款, 占有; 废除"
Kasten "m, ⸚ 箱, 盒"
Katalog "m, -e 目录, 目录册"
Katalogisierung "f, -en 分类, 编目"
Katalysator "m, -en 催化剂"
Katastrophe "f, -n 灾难; 毁灭"
Kategorie "f, -n 种类; 范畴"
Kater "m, - 雄猫；醉酒后的难受"
Katholik "m, -en 天主教徒"
Katholisch "Adj 天主教的, 旧教的"
Katze "f, -n 猫"
kauen "Vt/Vi (+ an D) 咬, 咀嚼"
Kauf "m, ⸚e 购买, 买卖, 交易"
kaufen "Vt/Vi 购买"
Käufer "m, - 顾客, 买主"
Kaufhaus "n, ⸚er 百货商店, 百货公司"
Kaufkraft "f 购买力"
käuflich "Adj 买得到的, 可购买的"
Kaufmann "m, Kaufleute 商人"
kaufmännisch "Adj 商业的, 商人的"
kaum "Adv 几乎不, 还不到"
Kaution "f, -en 保证, 担保; 保证金"
keck "Adj 大胆的; 快活的"
Kegel "m, - 圆锥体，九柱戏"
Kehle "f, -n 咽喉; 食道"
kehren "Vt 打扫, 把...翻转过来"
Keil "m, -e 楔子, 垫木, 垫物"
Keim "m, -e 胚胎; 萌芽"
keimen "Vi 萌芽, 开始生长"
kein "(kein, keine, keine) Pron 没有(一个); 无人, 无物"
keinerlei "Adj 一点也不"
keinesfalls "Adv 绝不, 毫不"
keineswegs "Adv 绝不, 无论如何不"
keinmal "Adv 一次也没有"
Keks "m, -e 饼干"
Keller "m, - 地下室"
Kellner "m, - (饭店或咖啡馆等的)服务员, 招待员"
kennen "Vt (kennt, kannte, gekannt) 认识, 了解, 知道"
kennenlernen "Vt 结识"
Kenner "m, - 行家; 专家"
Kenntnis "f, -se 1. Pl 知识 2. o. Pl 认识, 了解； etw. zur Kenntnis nehmen 得悉"
kennzeichnen "Vt 标明, 表明"
Kennziffer "f, -n 指数, 指标"
Keramik "f, -en 1. o. Pl 陶器，制陶术 2. 陶制品"
Kerl "m, -e 小伙子, 家伙"
Kern "m, -e 核, 核心, 实质"
Kernenergie "f, -n 原子能"
Kernkraftwerk "n, -e 原子能发电厂"
Kernphysik "f 核物理学"
Kernwaffe "f, -n 核武器"
Kerze "f, -n 蜡烛"
Kessel "m, - 烧水壶, 锅炉"
Kette "f, -n 链条"
keuchen "Vi 喘息; 气喘"
keusch "Adj 贞洁的"
kidnappen "Vt 诱拐"
Kiefer "f, -n 松树"
Kiefer "m, - 颌骨"
Kies "m, -e 卵石; 细石子"
Killer "m, 杀手, 杀人凶手"
Kilo "n, - 千克, 公斤"
Kilogramm "n, -e/- 千克, 公斤"
Kilometer "m, - 千米, 公里"
Kind "n, -er 孩子"
Kindergarten "m, ⸚ 幼儿园"
Kindheit "f, o. Pl 童年"
kindisch "Adj 孩子气的"
kindlich "Adj 天真的"
Kinn "n, -e 下巴; 颚骨"
Kino "n, -s 电影院"
Kiosk "m, -e 书报亭, 小卖部"
kippen "Vt 倾斜, 翻倒"
Kirche "f, -n 教堂, 教会"
Kirchenlied "n, -er 圣歌"
kirchlich "Adj 教会的, 教堂的"
Kirsche "f, -n 樱桃树; 樱桃"
Kissen "n, - 软垫, 枕头"
Kiste "f, -n 箱, 方盒"
Kittel "m, - 罩衫, 罩裙"
kitzeln "Vt 搔痒"
klaffen "Vi 裂开, 张开"
Klage "f, -n 诉苦, 抱怨; 起诉; 诉状"
Klagen "1. + über A 诉苦, 抱怨 2. + um 悲叹"
Kläger "m, - 原告, 起诉人"
kläglich "Adj 诉苦的"
klammern "Vt/+ sich + an A 夹住不放; 依附"
Klang "m, ⸚e 声音, 声响"
klappern "Vi + mit D 发出咯咯声"
klappen "Vi 成功, 顺利; 砰然出声"
klar "Adj 清澈的, 明亮的; 清楚的, 明白的"
Kläranlage "f, -n 净化设备, 澄清装置"
klären "Vt/ + sich 澄清"
Klarheit "f， 明亮, 晴朗; 清楚,明白"
klarmachen "Vt 使明了, 阐明"
Klärung "f, -en 澄清; 阐明; 放晴"
Klasse "f, -n 班级, 年级, 阶级, 等级, 种类"
Klassenzimmer "n, - 教室"
Klassik "f, -n 古典时期"
klassisch "Adj 古典的, 经典的"
klatschen "Vt/Vi 拍, 打, 鼓掌"
klauen "Vt, 偷"
Klausur "f, -en 试卷，禁室"
Klavier "n, -e 钢琴"
kleben "1. Vt 粘上, 粘贴 2. Vi 粘着, 粘"
Klebstoff "m, -e 粘结剂"
Kleid "n, -er 女服, 连衣裙; Pl 衣服, 服装"
kleiden "Vt/+ sich 给...穿衣; 相称"
Kleiderbügel "m, - 挂衣架"
Kleiderhaken "m, - 挂衣钩"
Kleidung "f, o. Pl 衣服, 服装"
klein "Adj 小的, 矮的; 年幼的"
Kleingeld "n, o. Pl 零钱"
Kleinigkeit "f, -en 小物件, 小事"
kleinlich "Adj 目光短浅的"
klemmen "Vi/Vt 卡住，夹住"
klettern "Vi 爬, 攀登"
Klima "n, -s/Klimate 气候"
klimatisch "Adj 气候的"
Klimaverhältnis "n 气候情况"
klingeln "发出铃声, 按铃"
klingen "(klingt, klang, geklungen) 发出声响, 听起来"
Klinik "f, -en 诊疗所, (专科)医院"
klinisch "Adj 医院的"
Klinke "f, -n 门把，手柄;"
klirren "Vi 颤动作响, 发叮当声"
Klischee "n, -s 陈规俗套；铅板; 电铸版;"
klopfen "Vt/Vi 敲, 击, 叩"
Klosett "n, -e 厕所"
Kloß "m, ⸚丸子; 团块"
Kloster "n, ⸚ 修道院, 寺院"
Klub "m, -s 俱乐部"
Kluft "1. f, ⸚e (岩石的)裂缝; 深渊 2. f, -en 制服, 工作服, 运动衣"
klug "Adj 聪明的, 明智的"
Klugheit "f, -en 聪明, 机智"
Knabe "m, -n 男孩; (俗)小老头"
knacken "Vt, 使裂开，砸开，发出破裂声"
Knacker "m, - 热熏肠; 老人"
Knall "m, -e 爆炸声, 霹雳声"
knapp "Adj 不足的, 将近的; 紧的, 窄的"
Knast "m, -e 木节; 结节"
knattern "Vi + mit D 卡嗒卡嗒声"
Knecht "m, -e 奴隶, 奴仆; 雇农, 雇工"
kneten "Vt 捏; 按摩"
knicken "Vt 折叠; 损伤"
Knie "n, - 膝"
knien "Vi 下跪, 跪着"
knipsen "Vt/Vi 拍照; 按开关; 弹手指"
Knirps "m, -e 小男孩; 矮子; 折叠伞"
knistern "Vi 发出劈劈啪啪声， 沙沙作响"
Knoblauch "m 大蒜, 蒜头"
Knöchel "m, - 踝骨, 节骨; 骰子"
Knochen "m, - 骨; 肢体, 四肢; (俗)老家伙"
Knochenbruch "m, ⸚e 骨折"
Knopf "m, ⸚e 钮扣; 按钮, 旋钮"
Knospe "f, -n 蓓蕾"
Knoten "m, - 结, 节; 交点, 结点; 难点, 症结"
Knotenpunkt "m, -e )交通)联络点; 枢纽站; (物) 节点; (天)交点"
Know-how "n 技能, 诀窍"
knüpfen "Vt (+ an A) 打结; 编织; 使紧密相连"
knurren "Vi + über A 咆哮声; 抱怨"
Koalition "f, -en (国家或党派之间的)联盟, 联合"
Koch "m, ⸚e 炊事员, 厨师"
Kochbuch "n, ⸚er 食谱; 烹调手册"
kochen "Vi 1. 沸腾; 煮, 烹调 2. Vt 烧, 煮"
Kochherd "m, -e 炉灶"
Kochsalz "n, 食盐"
Koexistenz "f, -en 共处; 共存"
Koffer "m, - 箱子"
kohärent "Adj 内聚的, 有联系的"
Kohl "m, -e 卷心菜"
Kohle "f, -n 煤"
kohlehaltig "Adj 含碳的"
Kohlendioxid "n, -e 二氧化碳"
Kohlengrube "f, -n 煤矿井"
Kohlenstoff 碳
kokettieren "Vi + mit jm 卖弄风情"
Kokosnuss "f, ⸚(ss)e 椰子(果)"
kollektiv "Adj 集体的"
Kolonie "f, ..nien 殖民地"
kolossal "Adj 巨大的, 极大的"
Kombinat "n, -e 联合体"
Kombination "f, -en 联合, 结合, 配合"
kombinieren "Vt (+ mit D) 联想; 组合"
Komet "m, -en -en 慧星"
Komfort "m 舒适; 舒适的现代化设备"
Komik "f 诙谐, 滑稽"
komisch "Adj 滑稽的, 使人发笑的; 奇怪的"
Komitee "n, -s 委员会"
Komma "n, -s/ta 逗号, 小数点"
Kommandeur "m, -e 司令员; 指挥官"
kommandieren "Vt 统帅, 命令"
Kommando ", -s 1. 命令, 指令; 指挥部, 司令部 2. o. Pl 指挥, 指挥权"
kommen "(kommt, kam, ist gekommen) 1. 来, 来到 2. + aus 来自, 出身"
Kommentar "m, -e 评论, 述评"
